条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.314,343,309,97,15,3,2,27,26,4,2,2
対左投手,0.302,230,212,64,9,1,1,20,16,1,1,0
