打率.217,試合124,打席357,打数299,得点36,安打65,内安9,内安率13.8,２Ｂ5,３Ｂ2,本塁1,HR勝敗1-0-0,塁打77,打点14,三振65
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
40,0,1,16,1,28,8,77.8,4,0,1,.134,.311,.258,.568
