チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,0.273,3,12,11,1,3,0,0,0,3,0,3,1,0,0,0,0,1,1,0,0.333,0.273,0.606
阪神,0.231,3,15,13,1,3,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0.231,0.231,0.462
ＤｅＮＡ,0.083,3,12,12,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0.083,0.083,0.167
広島,0.143,3,8,7,1,1,0,0,0,1,0,1,1,0,0,0,0,2,1,0,0.25,0.143,0.393
ヤクルト,0.25,3,16,12,3,3,0,0,0,3,0,2,2,0,0,2,0,1,0,0,0.357,0.25,0.607
中日,0.333,3,13,9,0,3,1,0,0,4,0,1,2,0,0,2,0,2,0,0,0.455,0.444,0.899
