球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
楽天モバイル,.224,56,158,134,11,30,2,0,1,35,6,20,14,0,1,8,1,11,1,1,.300,.261,0.561
みずほPayPay,.333,11,31,27,5,9,0,1,0,11,2,7,4,0,0,0,0,5,1,1,.419,.407,0.827
エスコンＦ,.231,11,30,26,3,6,2,0,0,8,2,8,4,0,0,0,0,2,1,0,.333,.308,0.641
ZOZOマリン,.200,10,20,10,4,2,1,0,0,3,1,5,7,0,0,3,0,3,0,0,.529,.300,0.829
京セラD大阪,.219,11,35,32,2,7,0,1,0,9,3,6,3,0,0,0,0,1,1,0,.286,.281,0.567
ベルーナドーム,.095,9,26,21,6,2,0,0,0,2,0,7,4,0,0,1,0,2,0,1,.240,.095,0.335
Pa その他,.133,5,17,15,0,2,0,0,0,2,0,6,0,0,0,2,0,0,2,1,.133,.133,0.267
東京ドーム,.200,5,16,15,1,3,0,0,0,3,0,3,1,0,0,0,0,1,1,0,.250,.200,0.45
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,.143,3,8,7,1,1,0,0,0,1,0,1,1,0,0,0,0,2,1,0,.250,.143,0.393
神宮,.250,3,16,12,3,3,0,0,0,3,0,2,2,0,0,2,0,1,0,0,.357,.250,0.607
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
