球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,296,47.4%,143.0,15,55,53,105,41.6%,11.0%,.276,76,21,3,10,12,0
スライダー,178,28.5%,125.9,14,37,25,81,42.7%,23.3%,.321,28,9,1,7,7,1
チェンジアップ,107,17.1%,131.8,10,13,16,48,36.4%,21.7%,.217,23,5,0,4,2,0
カーブ,19,3.0%,118.7,2,6,2,7,52.6%,33.3%,.500,2,1,0,0,0,0
フォーク,13,2.1%,132.1,1,1,4,7,46.2%,20.0%,-,0,0,0,0,0,0
シュート,10,1.6%,141.4,0,2,4,2,60.0%,0.0%,1.000,2,2,0,0,0,0
カットボール,1,0.2%,-,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
