種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,5.25,3,3,0,1,1,0,0,0,0,0,0,12.0,14,1,7,11,0,10,7,2.08,0.292,3.75,-
Visitor,4.29,4,4,0,1,2,0,0,0,0,0,0,21.0,24,3,14,11,1,10,10,1.67,0.289,2.74,-
