条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.242,80,66,16,4,0,2,11,10,1,2,1
対左打者,0.338,77,65,22,6,0,2,10,12,0,0,0
