アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,45,47.9%,安打,38,60.3%
フライ,26,27.7%,四死球,23,36.5%
空三振,17,18.1%,失策出塁,2,3.2%
見三振,4,4.3%,野選,0,0.0%
犠打,2,2.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
