種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,6.39,15,0,15,0,1,2,6,2,6,0,1,12.2,11,1,14,6,0,10,9,1.34,0.229,-,1.27
Nighter,0.91,40,0,40,1,0,21,4,22,5,1,0,39.2,24,2,40,12,1,4,4,0.91,0.174,-,9.92
