条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.2,109,95,19,5,0,2,29,11,1,2,0
対左打者,0.176,101,91,16,1,1,1,25,7,0,2,1
