アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,53,34.4%,安打,35,62.5%
フライ,43,27.9%,四死球,19,33.9%
空三振,43,27.9%,失策出塁,2,3.6%
見三振,11,7.1%,野選,0,0.0%
犠打,4,2.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
