条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.444,30,27,12,1,1,2,0,1,0,2,0,0.464
1-0より,.333,9,9,3,2,0,0,0,0,0,0,0,0.333
2-0より,.000,1,1,0,0,0,0,0,0,0,0,0,0.0
3-0より,-,3,0,0,0,0,0,0,3,0,0,0,1.0
0-1より,.125,25,24,3,0,0,0,0,0,0,1,0,0.125
1-1より,.100,21,20,2,1,0,0,0,1,0,0,0,0.143
2-1より,.400,5,5,2,0,0,0,0,0,0,0,0,0.4
3-1より,1.000,8,1,1,0,0,1,0,6,0,0,1,0.875
0-2より,.125,17,16,2,0,0,0,8,0,0,1,0,0.125
1-2より,.171,35,35,6,2,0,0,20,0,0,0,0,0.171
2-2より,.111,37,36,4,0,0,0,19,0,1,0,0,0.135
3-2より,.000,19,12,0,0,0,0,7,7,0,0,0,0.368
