アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,72,51.4%,安打,45,66.2%
フライ,25,17.9%,四死球,22,32.4%
空三振,32,22.9%,失策出塁,1,1.5%
見三振,6,4.3%,野選,0,0.0%
犠打,5,3.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
