条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.241,132,116,28,2,0,4,33,16,0,0,0
対左投手,0.235,40,34,8,0,0,1,15,3,2,1,0
