打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.2,4,11,10,1,2,0,0,0,2,2,2,0,0,0,1,0,0,0,0,0.2,0.2,0.4
Nighter,0.185,25,72,65,5,12,4,0,2,22,6,15,4,1,2,0,1,1,0,0,0.25,0.338,0.588
