条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,.204,49,49,10,2,0,2,2,9,0,0,0,0,0.204
1塁,.091,13,11,1,0,0,0,0,4,0,1,1,0,0.167
2塁,.000,7,5,0,0,0,0,0,2,2,0,0,0,0.286
3塁,-,1,0,0,0,0,0,0,0,1,0,0,0,1.0
1・2塁,.200,6,5,1,1,0,0,1,1,1,0,0,0,0.333
1・3塁,-,1,0,0,0,0,0,0,0,0,1,0,0,1.0
2・3塁,.667,3,3,2,1,0,0,4,0,0,0,0,0,0.667
満塁,.000,3,2,0,0,0,0,1,1,0,0,0,1,0.0
得点圏,.200,21,15,3,2,0,0,6,4,4,1,0,1,0.381
