アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,18,29.0%,安打,14,66.7%
フライ,26,41.9%,四死球,6,28.6%
空三振,11,17.7%,失策出塁,1,4.8%
見三振,6,9.7%,野選,0,0.0%
犠打,1,1.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
