球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
東京ドーム,.179,10,31,28,2,5,1,0,0,6,2,9,2,0,0,1,0,0,0,0,.233,.214,0.448
甲子園,.100,5,12,10,1,1,1,0,0,2,1,1,2,1,0,0,0,0,0,0,.250,.200,0.45
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,.263,6,21,19,0,5,2,0,0,7,3,3,0,0,1,0,1,1,0,0,.286,.368,0.654
神宮,.333,2,6,6,2,2,0,0,2,8,2,1,0,0,0,0,0,0,0,0,.333,1.333,1.667
バンテリンドーム,.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
Ce その他,.111,3,9,9,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,.111,.111,0.222
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,.000,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.500,.000,0.5
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.000,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
