条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.155,101,84,13,4,0,2,27,16,0,1,0
対左打者,0.182,85,77,14,1,1,3,22,6,0,2,0
