防御率3.11,試合45,先発1,救援44,連投(試)0,連投(日)0,勝利1,敗戦1,HLD6,Ｓ0,ＨＰ7,ＳＰ1,救勝1,救敗1,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.500,46.1,186,829,17.9,27,5,49,22,1,0,0,0,16,16,1.06,0.0%
