種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,5.09,17,0,17,0,1,1,0,1,0,0,1,17.2,15,2,15,10,0,10,10,1.42,0.227,-,1.77
Nighter,1.88,28,1,27,1,0,5,0,6,1,1,0,28.2,12,3,34,12,0,6,6,0.84,0.126,4.50,6.92
