打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,64,19,0.297,0,5,8,11,0,0.375
2打席目,78,19,0.244,0,9,4,0,1,0.277
3打席目,78,23,0.295,0,7,4,1,0,0.329
4打席目,62,14,0.226,0,9,4,8,1,0.269
5打席目以上,23,8,0.348,1,2,5,2,0,0.464
