アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,88,34.9%,安打,85,75.2%
フライ,108,42.9%,四死球,26,23.0%
空三振,28,11.1%,失策出塁,2,1.8%
見三振,7,2.8%,野選,0,0.0%
犠打,21,8.3%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
