球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
バンテリンドーム,.232,46,179,155,16,36,6,0,0,42,12,17,12,1,1,10,1,7,1,1,.290,.271,0.561
東京ドーム,.143,7,24,21,0,3,1,0,0,4,0,4,1,0,0,2,0,0,0,1,.182,.190,0.372
甲子園,.214,9,33,28,2,6,1,0,0,7,1,2,1,0,0,3,1,0,0,0,.233,.250,0.483
横浜,.292,7,28,24,4,7,2,0,1,12,2,1,2,0,0,2,0,2,0,0,.346,.500,0.846
マツダスタジアム,.435,6,24,23,3,10,0,0,0,10,3,1,0,0,1,0,0,2,0,2,.458,.435,0.893
神宮,.516,8,36,31,3,16,1,1,0,19,2,3,4,0,0,1,0,0,1,1,.571,.613,1.184
Ce その他,.500,3,6,4,2,2,0,0,0,2,1,1,1,0,0,1,0,0,0,0,.600,.500,1.1
みずほPayPay,.000,2,7,6,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,1,.143,.000,0.143
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,.400,1,5,5,2,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,.400,.800,1.2
京セラD大阪,.400,2,5,5,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,.400,.400,0.8
ベルーナドーム,.100,3,13,10,0,1,0,0,0,1,0,1,1,0,0,2,0,0,0,0,.182,.100,0.282
Pa その他,.000,1,5,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,.250,.000,0.25
