左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
44.1% (123),44.1% (123),44.1% (123),20.4% (57),20.4% (57),20.4% (57),35.5% (99),35.5% (99),35.5% (99)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
40.5% (34),100.0% (1),45.4% (88),29.8% (25),0.0% (0),16.5% (32),29.8% (25),0.0% (0),38.1% (74)
