球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,25,71.4%,143.0,0,5,3,8,32.0%,0.0%,.125,8,1,0,0,1,0
スライダー,5,14.3%,125.0,1,1,0,3,40.0%,100.0%,-,0,0,0,0,0,0
チェンジアップ,3,8.6%,126.3,2,0,0,1,66.7%,100.0%,.000,1,0,0,1,0,0
カーブ,2,5.7%,115.5,0,0,0,2,0.0%,-%,-,0,0,0,0,0,0
