球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,1434,57.9%,150.1,119,263,317,438,48.7%,16.2%,0.233,348,81,5,63,31,1
スライダー,510,20.6%,134.1,53,106,83,179,47.5%,23.6%,0.208,101,21,1,14,6,0
フォーク,367,14.8%,139.1,68,24,48,164,38.1%,38.0%,0.159,107,17,0,45,3,0
カーブ,165,6.7%,114.4,5,34,15,91,32.7%,12.5%,0.2,20,4,0,0,1,0
