防御率1.55,試合24,先発24,救援0,連投(試)0,連投(日)0,勝利12,敗戦6,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投3,完封2,無四球2
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.667,157.0,636,2476,15.8,123,6,122,44,3,1,1,0,29,27,1.06,66.7%
