球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
甲子園,1.47,9,9,0,3,4,0,0,0,0,0,0,61.1,47,0,48,11,1,10,10,0.95,0.212,1.71,-
東京ドーム,0.90,2,2,0,2,0,0,0,0,0,0,0,10.0,11,1,10,4,0,1,1,1.5,0.275,6.75,-
横浜,2.70,1,1,0,1,0,0,0,0,0,0,0,6.2,5,0,6,5,0,2,2,1.5,0.2,5.14,-
マツダスタジアム,1.80,1,1,0,1,0,0,0,0,0,0,0,5.0,6,0,2,4,0,1,1,2.0,0.3,7.50,-
神宮,0.95,3,3,0,2,0,0,0,0,0,0,0,19.0,11,2,13,3,0,4,2,0.74,0.167,6.00,-
バンテリンドーム,6.00,1,1,0,0,1,0,0,0,0,0,0,6.0,6,1,6,2,0,4,4,1.33,0.261,1.29,-
Ce その他,0.44,3,3,0,1,0,0,0,0,0,0,0,20.1,12,0,12,8,0,1,1,0.98,0.171,2.05,-
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,0.00,1,1,0,1,0,0,0,0,0,0,0,8.0,4,0,5,2,0,0,0,0.75,0.143,1.00,-
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,3.68,2,2,0,1,1,0,0,0,0,0,0,14.2,17,2,15,3,0,6,6,1.36,0.279,4.15,-
ベルーナドーム,0.00,1,1,0,0,0,0,0,0,0,0,0,6.0,4,0,5,2,0,0,0,1.0,0.19,2.57,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
