球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,207,46.3%,146.5,9,50,40,71,47.8%,10.5%,.263,38,10,0,5,6,0
スライダー,57,12.8%,128.0,4,17,4,28,43.9%,33.3%,.000,5,0,0,2,0,0
フォーク,57,12.8%,134.3,8,8,9,21,43.9%,28.6%,.250,16,4,0,5,3,0
カットボール,27,6.0%,137.1,1,8,7,7,59.3%,8.3%,.000,6,0,0,2,0,0
カーブ,20,4.5%,116.8,0,5,3,11,40.0%,0.0%,.000,1,0,0,0,0,0
チェンジアップ,20,4.5%,133.5,1,2,0,10,15.0%,12.5%,.250,8,2,0,1,1,0
縦スライダー,14,3.1%,130.5,0,7,1,4,57.1%,0.0%,.500,2,1,0,0,0,0
スプリット,13,2.9%,135.5,0,2,1,7,23.1%,0.0%,.333,3,1,0,0,1,0
ツーシーム,8,1.8%,140.1,0,3,1,2,50.0%,0.0%,.500,2,1,0,0,0,0
パワーカーブ,7,1.6%,123.9,0,1,1,4,28.6%,0.0%,.000,1,0,0,0,0,0
シンカー,7,1.6%,129.6,0,1,0,3,14.3%,0.0%,.000,3,0,0,0,0,0
ナックルカーブ,5,1.1%,122.0,0,3,0,2,60.0%,-%,-,0,0,0,0,0,0
シュート,5,1.1%,138.4,0,1,2,2,60.0%,0.0%,-,0,0,0,0,0,0
