種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,2.57,10,0,10,1,0,3,0,4,1,1,0,7.0,3,0,6,5,0,2,2,1.14,0.143,-,3.5
Visitor,4.05,9,0,9,0,0,3,0,3,0,0,0,6.2,5,0,7,5,0,3,3,1.5,0.217,-,2.22
