種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,1.07,5,4,1,3,0,0,0,0,0,0,0,25.1,14,1,19,8,1,5,3,0.87,0.167,5.63,-
Visitor,8.76,4,3,1,0,4,0,0,0,0,0,1,12.1,21,3,6,6,0,14,12,2.19,0.375,0.64,0.67
