アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,40,36.7%,安打,35,66.0%
フライ,39,35.8%,四死球,15,28.3%
空三振,19,17.4%,失策出塁,3,5.7%
見三振,6,5.5%,野選,0,0.0%
犠打,5,4.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
