球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,508,36.9%,147.9,30,65,132,127,44.7%,9.5%,.346,162,56,2,14,2,1
スライダー,183,13.3%,130.0,37,16,37,36,49.2%,28.2%,.243,70,17,1,14,2,1
フォーク,166,12.0%,136.3,39,11,31,53,48.8%,38.2%,.159,44,7,1,13,1,0
カットボール,120,8.7%,138.4,18,9,32,27,49.2%,21.4%,.417,36,15,1,3,0,1
チェンジアップ,108,7.8%,130.6,18,10,14,40,38.9%,31.0%,.367,30,11,0,6,0,0
スプリット,93,6.7%,139.4,19,9,16,25,47.3%,32.2%,.379,29,11,0,6,0,0
ツーシーム,74,5.4%,142.7,8,12,13,24,44.6%,21.1%,.235,17,4,0,1,1,0
カーブ,46,3.3%,115.2,6,11,11,12,60.9%,26.1%,.125,8,1,0,2,0,0
シンカー,22,1.6%,133.5,2,4,4,4,45.5%,14.3%,.143,7,1,0,0,1,0
ナックルカーブ,18,1.3%,126.4,5,2,1,6,44.4%,50.0%,.286,7,2,0,3,0,0
縦スライダー,16,1.2%,132.0,3,1,5,4,56.3%,27.3%,.000,4,0,0,1,0,0
シュート,13,0.9%,140.6,0,2,3,4,38.5%,0.0%,.333,3,1,0,0,0,0
パワーカーブ,9,0.7%,122.1,1,4,0,3,55.6%,50.0%,1.000,1,1,0,0,0,0
スローカーブ,1,0.1%,-,1,0,0,0,100.0%,100.0%,-,0,0,0,0,0,0
パーム,1,0.1%,136.0,1,0,0,0,100.0%,100.0%,-,0,0,0,0,0,0
