条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.324,244,238,77,14,1,2,2,31,3,3,0,0,0.34
1塁,0.203,68,59,12,0,0,1,2,8,2,0,7,0,0.23
2塁,0.273,35,33,9,2,2,1,8,9,1,0,1,0,0.294
3塁,0.25,9,8,2,0,0,0,3,0,0,0,0,1,0.222
1・2塁,0.294,37,34,10,1,0,1,9,5,0,0,3,0,0.294
1・3塁,0.333,16,15,5,0,1,0,6,2,1,0,0,0,0.375
2・3塁,0.625,9,8,5,0,2,0,8,3,0,0,0,1,0.556
満塁,0.304,25,23,7,0,0,0,11,5,0,0,0,2,0.28
得点圏,0.314,131,121,38,3,5,2,45,24,2,0,4,4,0.315
