打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,105,31,0.295,1,14,2,1,2,0.303
2打席目,103,37,0.359,2,13,4,2,0,0.383
3打席目,100,31,0.31,1,16,3,3,0,0.33
4打席目,75,18,0.24,1,15,1,5,2,0.244
5打席目以上,19,5,0.263,0,2,0,0,0,0.263
