アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,53,41.1%,安打,53,66.3%
フライ,44,34.1%,四死球,22,27.5%
空三振,15,11.6%,失策出塁,5,6.3%
見三振,14,10.9%,野選,0,0.0%
犠打,3,2.3%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
