球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
東京ドーム,4.98,5,5,0,1,1,0,0,0,0,0,0,21.2,29,1,15,11,0,16,12,1.85,0.312,4.29,-
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
横浜,3.00,1,1,0,0,1,0,0,0,0,0,0,6.0,5,0,3,4,0,2,2,1.5,0.227,0.00,-
マツダスタジアム,18.00,1,1,0,0,1,0,0,0,0,0,0,2.0,6,0,2,1,1,5,4,3.5,0.5,6.00,-
神宮,1.80,1,1,0,1,0,0,0,0,0,0,0,5.0,3,1,4,0,0,1,1,0.6,0.158,9.00,-
バンテリンドーム,5.23,2,2,0,1,1,0,0,0,0,0,0,10.1,10,2,5,5,0,6,6,1.45,0.278,4.50,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
