種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,4.98,5,5,0,1,1,0,0,0,0,0,0,21.2,29,1,15,11,0,16,12,1.85,0.312,4.29,-
Visitor,5.01,5,5,0,2,3,0,0,0,0,0,0,23.1,24,3,14,10,1,14,13,1.46,0.27,4.5,-
