種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,8.44,1,1,0,0,1,0,0,0,0,0,0,5.1,5,2,4,2,0,5,5,1.31,0.25,3.0,-
Nighter,4.54,9,9,0,3,3,0,0,0,0,0,0,39.2,48,2,25,19,1,25,20,1.69,0.296,4.6,-
