左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
17.9% (7),17.9% (7),17.9% (7),17.9% (7),17.9% (7),17.9% (7),64.1% (25),64.1% (25),64.1% (25)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
28.6% (2),100.0% (1),12.9% (4),14.3% (1),0.0% (0),19.4% (6),57.1% (4),0.0% (0),67.7% (21)
