打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.16,11,28,25,4,4,3,1,0,9,1,7,3,0,0,0,0,0,1,1,0.25,0.36,0.61
Nighter,0.133,22,36,30,6,4,2,0,1,9,2,9,3,0,3,0,0,0,0,2,0.278,0.3,0.578
