球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
京セラD大阪,.192,19,31,26,4,5,3,1,0,10,1,10,2,0,3,0,0,0,0,2,.323,.385,0.707
みずほPayPay,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,.167,3,8,6,3,1,1,0,0,2,0,1,2,0,0,0,0,0,1,0,.375,.333,0.708
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,.250,2,4,4,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,.250,.500,0.75
ベルーナドーム,.000,2,6,5,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,.167,.000,0.167
Pa その他,.111,3,10,9,3,1,0,0,1,4,1,2,1,0,0,0,0,0,0,0,.200,.444,0.644
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
甲子園,.000,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
バンテリンドーム,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
