条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.16,59,50,8,5,1,1,13,6,3,0,0
対左投手,0.0,5,5,0,0,0,0,3,0,0,0,0
