打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,15,2,0.133,0,4,0,0,0,0.133
2打席目,11,2,0.182,0,5,4,0,0,0.4
3打席目,12,1,0.083,0,3,1,0,0,0.154
4打席目,8,2,0.25,0,1,1,0,0,0.333
5打席目以上,1,1,1.0,1,0,1,0,0,1.0
