球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,202,56.1%,150.9,9,48,36,68,46.0%,10.5%,0.289,45,13,0,8,3,1
カットボール,91,25.3%,132.7,18,15,11,32,48.4%,40.9%,0.286,21,6,1,7,5,1
スプリット,39,10.8%,143.9,4,1,7,21,30.8%,23.5%,0.0,9,0,0,3,1,0
ツーシーム,22,6.1%,149.9,0,3,7,9,45.5%,0.0%,0.333,3,1,0,0,0,0
スライダー,6,1.7%,134.0,1,1,2,2,66.7%,33.3%,0.0,1,0,0,1,0,0
