アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,23,35.9%,安打,20,64.5%
フライ,17,26.6%,四死球,11,35.5%
空三振,15,23.4%,失策出塁,0,0.0%
見三振,4,6.3%,野選,0,0.0%
犠打,5,7.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
