条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.282,226,209,59,12,1,7,31,14,2,1,0
対左打者,0.291,241,227,66,9,1,3,24,8,2,3,1
