種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,3.95,10,10,0,4,3,0,0,0,0,0,0,54.2,64,2,28,7,2,25,24,1.3,0.286,5.67,-
Visitor,4.8,9,9,0,2,3,0,0,0,0,0,0,54.1,61,8,27,15,2,29,29,1.4,0.288,2.36,-
