アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,89,28.3%,安打,125,81.7%
フライ,166,52.9%,四死球,26,17.0%
空三振,35,11.1%,失策出塁,2,1.3%
見三振,20,6.4%,野選,0,0.0%
犠打,4,1.3%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
