打率.277,試合95,打席352,打数321,得点25,安打89,内安10,内安率11.2,２Ｂ16,３Ｂ1,本塁6,HR勝敗3-2-0,塁打125,打点39,三振42
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
28,1,1,0,2,0,0,-,8,0,14,.244,.335,.389,.725
