左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
47.6% (130),47.6% (130),47.6% (130),21.6% (59),21.6% (59),21.6% (59),30.8% (84),30.8% (84),30.8% (84)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
50.6% (42),83.3% (5),45.1% (83),25.3% (21),0.0% (0),20.7% (38),24.1% (20),16.7% (1),34.2% (63)
