左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
51.1% (24),51.1% (24),51.1% (24),25.5% (12),25.5% (12),25.5% (12),23.4% (11),23.4% (11),23.4% (11)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
58.3% (7),100.0% (1),47.1% (16),25.0% (3),0.0% (0),26.5% (9),16.7% (2),0.0% (0),26.5% (9)
