条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.14,47,43,6,3,0,1,13,4,0,0,0
対左投手,0.259,30,27,7,3,0,0,10,2,0,1,0
