球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
マツダスタジアム,.250,21,35,32,4,8,5,0,0,13,3,7,3,0,0,0,0,0,0,0,.314,.406,0.721
東京ドーム,.333,4,4,3,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,.500,.333,0.833
甲子園,.333,3,3,3,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,.333,.667,1.0
横浜,.077,4,13,13,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,1,.077,.077,0.154
神宮,.200,4,12,10,1,2,0,0,1,5,1,2,2,0,0,0,0,0,0,1,.333,.500,0.833
バンテリンドーム,.000,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
Ce その他,.000,2,5,4,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,.000,.000,0.0
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
ZOZOマリン,.000,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
