条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.235,35,34,8,2,0,1,1,7,1,0,0,0,0.257
1塁,0.267,16,15,4,3,0,0,1,6,0,0,1,0,0.267
2塁,0.2,7,5,1,1,0,0,1,1,2,0,0,0,0.429
3塁,0.0,3,2,0,0,0,0,0,2,1,0,0,0,0.333
1・2塁,0.0,6,6,0,0,0,0,0,3,0,0,0,0,0.0
1・3塁,0.0,3,2,0,0,0,0,0,2,1,0,0,0,0.333
2・3塁,0.0,4,3,0,0,0,0,0,1,1,0,0,0,0.25
満塁,0.0,3,3,0,0,0,0,1,1,0,0,0,0,0.0
得点圏,0.048,26,21,1,1,0,0,2,10,5,0,0,0,0.231
