球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,101,37.8%,145.7,14,18,21,31,52.5%,26.9%,.143,28,4,0,12,0,0
スライダー,47,17.6%,126.8,9,3,11,14,48.9%,30.0%,.500,12,6,1,2,1,0
フォーク,32,12.0%,138.1,9,2,7,11,56.3%,47.4%,.111,9,1,0,6,2,0
チェンジアップ,25,9.4%,128.7,4,3,4,9,44.0%,30.8%,.286,7,2,0,2,1,0
カットボール,22,8.2%,138.3,4,5,5,5,63.6%,33.3%,.000,4,0,0,1,0,0
カーブ,13,4.9%,120.6,3,1,2,6,46.2%,50.0%,.000,1,0,0,0,0,0
シュート,8,3.0%,144.3,0,0,3,2,37.5%,0.0%,.000,3,0,0,0,0,0
スプリット,6,2.2%,138.5,1,0,1,1,33.3%,20.0%,.000,3,0,0,0,0,0
ツーシーム,6,2.2%,135.6,0,0,2,2,33.3%,0.0%,.000,2,0,0,0,1,0
シンカー,3,1.1%,138.7,1,1,0,1,66.7%,100.0%,-,0,0,0,0,0,0
スクリュー,2,0.7%,137.5,0,0,1,1,50.0%,0.0%,-,0,0,0,0,0,0
ナックルカーブ,1,0.4%,-,1,0,0,0,100.0%,100.0%,-,0,0,0,0,0,0
高速スライダー,1,0.4%,-,0,0,0,0,0.0%,0.0%,.000,1,0,0,0,0,0
