防御率2.10,試合21,先発1,救援20,連投(試)1,連投(日)1,勝利1,敗戦0,HLD0,Ｓ1,ＨＰ1,ＳＰ2,救勝1,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
1.000,30.0,126,444,14.8,30,2,18,6,1,1,1,0,8,7,1.20,0.0%
