球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,8,50.0%,146.0,2,1,2,3,62.5%,50.0%,.000,2,0,0,2,0,0
カーブ,3,18.8%,129.0,1,0,1,1,66.7%,50.0%,-,0,0,0,0,0,0
カットボール,3,18.8%,128.7,0,1,1,0,66.7%,0.0%,.000,1,0,0,0,0,0
チェンジアップ,2,12.5%,141.0,0,0,0,2,0.0%,-%,-,0,0,0,0,0,0
