アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,60,23.8%,安打,79,57.2%
フライ,111,44.0%,四死球,57,41.3%
空三振,58,23.0%,失策出塁,1,0.7%
見三振,23,9.1%,野選,1,0.7%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
