打率.239,試合96,打席389,打数331,得点27,安打79,内安6,内安率7.6,２Ｂ13,３Ｂ1,本塁9,HR勝敗7-2-0,塁打121,打点34,三振81
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
51,4,6,0,1,1,0,100.0,8,0,11,.225,.350,.366,.715
