打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,32,6,0.188,1,3,4,0,1,0.27
2打席目,34,8,0.235,0,15,3,0,0,0.297
3打席目,34,6,0.176,0,8,3,0,0,0.243
4打席目,26,3,0.115,0,9,1,0,1,0.143
5打席目以上,5,2,0.4,1,1,0,0,0,0.4
