条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.238,22,21,5,2,0,0,0,0,1,0,0,0.273
1-0より,.333,16,15,5,3,0,0,0,0,0,0,1,0.313
2-0より,.200,6,5,1,0,0,0,0,1,0,0,0,0.333
3-0より,-,1,0,0,0,0,0,0,1,0,0,0,1.0
0-1より,.300,10,10,3,0,0,1,0,0,0,0,0,0.3
1-1より,.182,11,11,2,1,0,1,0,0,0,0,0,0.182
2-1より,.182,12,11,2,1,0,0,0,0,0,0,1,0.167
3-1より,.500,5,2,1,1,0,0,0,3,0,0,0,0.8
0-2より,.273,11,11,3,0,0,0,5,0,0,0,0,0.273
1-2より,.103,30,29,3,0,0,0,15,0,0,0,1,0.1
2-2より,.160,26,25,4,1,0,0,16,0,0,0,1,0.154
3-2より,.214,23,14,3,1,0,1,4,9,0,0,0,0.522
