条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.221,164,149,33,6,0,2,36,14,0,1,0
対左打者,0.227,152,132,30,1,1,2,41,13,1,4,2
